gene.name	pathway.name
Solyc01g009620	mRNA surveillance pathway
Solyc05g055530	mRNA surveillance pathway
Solyc09g030390	mRNA surveillance pathway
Solyc10g086400	mRNA surveillance pathway
Solyc01g104460	mRNA surveillance pathway
Solyc11g012470	mRNA surveillance pathway
Solyc06g005800	mRNA surveillance pathway
Solyc02g083940	mRNA surveillance pathway
Solyc09g008400	mRNA surveillance pathway
Solyc11g033280	mRNA surveillance pathway
Solyc04g077520	mRNA surveillance pathway
Solyc03g025540	mRNA surveillance pathway
Solyc04g009810	mRNA surveillance pathway
Solyc12g035360	mRNA surveillance pathway
Solyc01g009290	mRNA surveillance pathway
Solyc03g097990	mRNA surveillance pathway
Solyc04g072670	mRNA surveillance pathway
Solyc10g080740	mRNA surveillance pathway
Solyc09g009120	mRNA surveillance pathway
Solyc02g089600	Ribosome biogenesis in eukaryotes
Solyc06g082810	Ribosome biogenesis in eukaryotes
Solyc01g109990	Ribosome biogenesis in eukaryotes
Solyc08g080850	Ribosome biogenesis in eukaryotes
Solyc01g007250	Ribosome biogenesis in eukaryotes
Solyc04g051670	Ribosome biogenesis in eukaryotes
Solyc07g066410	Ribosome biogenesis in eukaryotes
Solyc04g081280	Ribosome biogenesis in eukaryotes
Solyc04g077680	Ribosome biogenesis in eukaryotes
Solyc12g088290	Ribosome biogenesis in eukaryotes
Solyc01g087670	Ribosome biogenesis in eukaryotes
Solyc06g053800	Ribosome biogenesis in eukaryotes
Solyc03g120080	Ribosome biogenesis in eukaryotes
Solyc12g089280	Ribosome biogenesis in eukaryotes
Solyc06g061000	Ribosome biogenesis in eukaryotes
Solyc02g064700	Ribosome biogenesis in eukaryotes
Solyc06g083520	Ribosome biogenesis in eukaryotes
Solyc09g005760	Ribosome biogenesis in eukaryotes
Solyc11g069830	Protein export
Solyc02g068390	Protein export
Solyc01g008470	Protein export
Solyc07g006520	Protein export
Solyc01g097310	Protein export
Solyc03g116990	Protein export
Solyc11g020330	Protein processing in endoplasmic reticulum
Solyc03g082420	Protein processing in endoplasmic reticulum
Solyc09g015000	Protein processing in endoplasmic reticulum
Solyc04g014480	Protein processing in endoplasmic reticulum
Solyc06g009660	Protein processing in endoplasmic reticulum
Solyc05g026310	Protein processing in endoplasmic reticulum
Solyc11g069720	Protein processing in endoplasmic reticulum
Solyc01g008470	Protein processing in endoplasmic reticulum
Solyc05g046330	Protein processing in endoplasmic reticulum
Solyc07g006520	Protein processing in endoplasmic reticulum
Solyc01g090550	Protein processing in endoplasmic reticulum
Solyc01g088020	Protein processing in endoplasmic reticulum
Solyc10g011740	Protein processing in endoplasmic reticulum
Solyc06g036290	Protein processing in endoplasmic reticulum
Solyc01g107880	Protein processing in endoplasmic reticulum
Solyc12g099660	Protein processing in endoplasmic reticulum
Solyc04g049450	Protein processing in endoplasmic reticulum
Solyc02g093600	Protein processing in endoplasmic reticulum
Solyc11g066100	Protein processing in endoplasmic reticulum
Solyc06g083150	Protein processing in endoplasmic reticulum
Solyc11g066060	Protein processing in endoplasmic reticulum
Solyc07g047790	Protein processing in endoplasmic reticulum
Solyc12g010670	Protein processing in endoplasmic reticulum
Solyc09g011030	Protein processing in endoplasmic reticulum
Solyc09g059570	Protein processing in endoplasmic reticulum
Solyc07g047970	Protein processing in endoplasmic reticulum
Solyc12g009120	Protein processing in endoplasmic reticulum
Solyc07g064590	Protein processing in endoplasmic reticulum
Solyc09g010630	Protein processing in endoplasmic reticulum
Solyc06g068700	Protein processing in endoplasmic reticulum
Solyc03g116990	Protein processing in endoplasmic reticulum
Solyc01g100320	Protein processing in endoplasmic reticulum
Solyc03g118670	Protein processing in endoplasmic reticulum
Solyc11g020040	Protein processing in endoplasmic reticulum
Solyc05g013050	SNARE interactions in vesicular transport
Solyc09g075530	SNARE interactions in vesicular transport
Solyc06g072830	Ubiquitin mediated proteolysis
Solyc10g011740	Ubiquitin mediated proteolysis
Solyc12g088680	Ubiquitin mediated proteolysis
Solyc06g043150	Ubiquitin mediated proteolysis
Solyc12g056490	Ubiquitin mediated proteolysis
Solyc02g079050	Ubiquitin mediated proteolysis
Solyc06g083150	Ubiquitin mediated proteolysis
Solyc02g087900	Ubiquitin mediated proteolysis
Solyc10g012240	Ubiquitin mediated proteolysis
Solyc08g067190	Ubiquitin mediated proteolysis
Solyc08g081270	Ubiquitin mediated proteolysis
Solyc08g080080	Ubiquitin mediated proteolysis
Solyc03g096870	Ubiquitin mediated proteolysis
Solyc02g078210	Ubiquitin mediated proteolysis
Solyc12g009120	Ubiquitin mediated proteolysis
Solyc12g098940	Ubiquitin mediated proteolysis
Solyc03g113100	Ubiquitin mediated proteolysis
Solyc10g055450	Ubiquitin mediated proteolysis
Solyc05g050580	Ubiquitin mediated proteolysis
Solyc01g067360	Ubiquitin mediated proteolysis
Solyc01g005840	Ubiquitin mediated proteolysis
Solyc08g005420	Ubiquitin mediated proteolysis
Solyc12g089030	Ubiquitin mediated proteolysis
Solyc02g090010	Sulfur relay system
Solyc06g083620	Proteasome
Solyc08g016510	Proteasome
Solyc04g080590	Proteasome
Solyc09g091750	Proteasome
Solyc05g053650	Proteasome
Solyc04g024420	Proteasome
Solyc09g082320	Proteasome
Solyc05g018570	Proteasome
Solyc09g009020	RNA degradation
Solyc09g072970	RNA degradation
Solyc12g095880	RNA degradation
Solyc07g065950	RNA degradation
Solyc09g074090	RNA degradation
Solyc07g007890	RNA degradation
Solyc11g005370	RNA degradation
Solyc05g053470	RNA degradation
Solyc04g007510	RNA degradation
Solyc04g081280	RNA degradation
Solyc06g074030	RNA degradation
Solyc11g045130	RNA degradation
Solyc08g066700	RNA degradation
Solyc06g074210	RNA degradation
Solyc09g091180	RNA degradation
Solyc12g089280	RNA degradation
Solyc09g010300	RNA degradation
Solyc06g060150	DNA replication
Solyc11g066370	DNA replication
Solyc05g025590	DNA replication
Solyc09g091450	DNA replication
Solyc02g069070	DNA replication
Solyc10g080560	Base excision repair
Solyc05g006120	Base excision repair
Solyc06g060150	Base excision repair
Solyc11g066370	Base excision repair
Solyc09g018850	Base excision repair
Solyc09g091450	Base excision repair
Solyc07g062430	Base excision repair
Solyc04g054700	Nucleotide excision repair
Solyc06g060150	Nucleotide excision repair
Solyc11g066370	Nucleotide excision repair
Solyc05g025590	Nucleotide excision repair
Solyc04g040170	Nucleotide excision repair
Solyc09g091450	Nucleotide excision repair
Solyc06g008970	Nucleotide excision repair
Solyc05g051790	Nucleotide excision repair
Solyc12g009120	Nucleotide excision repair
Solyc05g053510	Nucleotide excision repair
Solyc11g069910	Nucleotide excision repair
Solyc02g078440	Nucleotide excision repair
Solyc06g060150	Mismatch repair
Solyc11g066370	Mismatch repair
Solyc05g025590	Mismatch repair
Solyc09g091450	Mismatch repair
Solyc11g073220	Homologous recombination
Solyc04g081500	Homologous recombination
Solyc05g025590	Homologous recombination
Solyc09g091450	Homologous recombination
Solyc01g008520	Homologous recombination
Solyc05g006120	Non-homologous end-joining
Solyc09g098230	Non-homologous end-joining
Solyc06g053770	Non-homologous end-joining
Solyc11g066690	Fanconi anemia pathway
Solyc05g025590	Fanconi anemia pathway
Solyc04g082760	ATP-dependent chromatin remodeling
Solyc08g029130	ATP-dependent chromatin remodeling
Solyc04g016370	ATP-dependent chromatin remodeling
Solyc06g071680	ATP-dependent chromatin remodeling
Solyc02g084000	ATP-dependent chromatin remodeling
Solyc09g091440	ATP-dependent chromatin remodeling
Solyc04g082530	ATP-dependent chromatin remodeling
Solyc06g051210	ATP-dependent chromatin remodeling
Solyc09g010180	Polycomb repressive complex
Solyc10g011740	Polycomb repressive complex
Solyc06g071680	Polycomb repressive complex
Solyc09g091440	Polycomb repressive complex
Solyc03g081210	Polycomb repressive complex
Solyc06g061000	Polycomb repressive complex
Solyc05g053690	Polycomb repressive complex
Solyc07g064090	Polycomb repressive complex
Solyc10g085590	Viral life cycle - HIV-1
Solyc09g065770	Viral life cycle - HIV-1
Solyc04g008750	Viral life cycle - HIV-1
Solyc10g085590	Virion
Solyc09g065770	Virion
Solyc07g062630	ABC transporters
Solyc11g009100	ABC transporters
Solyc02g071350	ABC transporters
Solyc11g067000	ABC transporters
Solyc05g051200	MAPK signaling pathway - plant
Solyc09g075440	MAPK signaling pathway - plant
Solyc02g082920	MAPK signaling pathway - plant
Solyc11g006180	MAPK signaling pathway - plant
Solyc02g082760	MAPK signaling pathway - plant
Solyc08g076960	MAPK signaling pathway - plant
Solyc04g014530	MAPK signaling pathway - plant
Solyc04g072490	MAPK signaling pathway - plant
Solyc03g007410	MAPK signaling pathway - plant
Solyc10g085310	MAPK signaling pathway - plant
Solyc08g077780	MAPK signaling pathway - plant
Solyc01g079750	MAPK signaling pathway - plant
Solyc10g076410	MAPK signaling pathway - plant
Solyc08g081610	MAPK signaling pathway - plant
Solyc01g095700	MAPK signaling pathway - plant
Solyc11g005720	MAPK signaling pathway - plant
Solyc06g076400	MAPK signaling pathway - plant
Solyc04g080730	MAPK signaling pathway - plant
Solyc11g012410	Phosphatidylinositol signaling system
Solyc12g049590	Phosphatidylinositol signaling system
Solyc11g013830	Phosphatidylinositol signaling system
Solyc02g093000	Phosphatidylinositol signaling system
Solyc05g056420	Phosphatidylinositol signaling system
Solyc06g007120	Phosphatidylinositol signaling system
Solyc05g051200	Plant hormone signal transduction
Solyc09g075440	Plant hormone signal transduction
Solyc04g078840	Plant hormone signal transduction
Solyc01g080280	Plant hormone signal transduction
Solyc04g076850	Plant hormone signal transduction
Solyc04g054320	Plant hormone signal transduction
Solyc11g006180	Plant hormone signal transduction
Solyc11g064890	Plant hormone signal transduction
Solyc06g008590	Plant hormone signal transduction
Solyc06g053830	Plant hormone signal transduction
Solyc02g092110	Plant hormone signal transduction
Solyc08g076960	Plant hormone signal transduction
Solyc02g092120	Plant hormone signal transduction
Solyc01g065540	Plant hormone signal transduction
Solyc01g102300	Plant hormone signal transduction
Solyc04g014530	Plant hormone signal transduction
Solyc01g006840	Plant hormone signal transduction
Solyc01g096350	Plant hormone signal transduction
Solyc12g049400	Plant hormone signal transduction
Solyc07g063850	Plant hormone signal transduction
Solyc04g079110	Plant hormone signal transduction
Solyc10g011660	Plant hormone signal transduction
Solyc02g063010	Plant hormone signal transduction
Solyc03g113720	Plant hormone signal transduction
Solyc12g088650	Plant hormone signal transduction
Solyc10g081350	Plant hormone signal transduction
Solyc10g008520	Plant hormone signal transduction
Solyc01g112250	Plant hormone signal transduction
Solyc07g054580	Plant hormone signal transduction
Solyc10g006610	Plant hormone signal transduction
Solyc08g068160	Plant hormone signal transduction
Solyc07g066560	Plant hormone signal transduction
Solyc06g071640	Plant hormone signal transduction
Solyc06g048930	Plant hormone signal transduction
Solyc02g079190	Plant hormone signal transduction
Solyc05g046320	Plant hormone signal transduction
Solyc01g080880	Plant hormone signal transduction
Solyc10g085310	Plant hormone signal transduction
Solyc11g006040	Plant hormone signal transduction
Solyc08g077780	Plant hormone signal transduction
Solyc06g076040	Plant hormone signal transduction
Solyc02g090510	Plant hormone signal transduction
Solyc01g091030	Plant hormone signal transduction
Solyc12g010330	Plant hormone signal transduction
Solyc03g082510	Plant hormone signal transduction
Solyc01g108400	Plant hormone signal transduction
Solyc10g076410	Plant hormone signal transduction
Solyc10g079750	Plant hormone signal transduction
Solyc10g080780	Plant hormone signal transduction
Solyc01g095700	Plant hormone signal transduction
Solyc03g118540	Plant hormone signal transduction
Solyc06g076400	Plant hormone signal transduction
Solyc06g053290	Plant hormone signal transduction
Solyc06g066020	Plant hormone signal transduction
Solyc08g021820	Plant hormone signal transduction
Solyc12g007230	Plant hormone signal transduction
Solyc06g084070	Plant hormone signal transduction
Solyc03g113390	Plant hormone signal transduction
Solyc01g103050	Plant hormone signal transduction
Solyc09g074270	Plant hormone signal transduction
Solyc10g076790	Plant hormone signal transduction
Solyc11g069500	Plant hormone signal transduction
Solyc03g033540	Plant hormone signal transduction
Solyc07g006020	Hormone signaling
Solyc12g010480	Hormone signaling
Solyc06g068090	Endocytosis
Solyc10g085590	Endocytosis
Solyc09g065770	Endocytosis
Solyc10g083790	Endocytosis
Solyc01g110500	Endocytosis
Solyc12g011170	Endocytosis
Solyc06g072800	Endocytosis
Solyc01g090450	Endocytosis
Solyc11g066260	Endocytosis
Solyc08g079710	Endocytosis
Solyc01g060280	Endocytosis
Solyc12g010790	Endocytosis
Solyc11g066100	Endocytosis
Solyc01g091460	Endocytosis
Solyc11g066060	Endocytosis
Solyc11g012020	Endocytosis
Solyc03g113020	Endocytosis
Solyc04g005560	Endocytosis
Solyc09g010630	Endocytosis
Solyc11g020040	Endocytosis
Solyc04g081490	Phagosome
Solyc06g035970	Phagosome
Solyc12g049590	Phagosome
Solyc07g006520	Phagosome
Solyc11g013830	Phagosome
Solyc02g087880	Phagosome
Solyc02g062020	Phagosome
Solyc08g006890	Phagosome
Solyc10g054570	Phagosome
Solyc12g007210	Phagosome
Solyc10g086760	Phagosome
Solyc03g114070	Phagosome
Solyc03g097800	Phagosome
Solyc11g072530	Phagosome
Solyc07g020800	Phagosome
Solyc06g068700	Phagosome
Solyc03g116990	Phagosome
Solyc10g055670	Phagosome
Solyc03g093440	Lysosome
Solyc01g109640	Lysosome
Solyc01g009780	Lysosome
Solyc04g026380	Lysosome
Solyc04g082490	Lysosome
Solyc02g085240	Lysosome
Solyc01g110110	Lysosome
Solyc10g054570	Lysosome
Solyc10g083160	Lysosome
Solyc11g072530	Lysosome
Solyc03g098010	Lysosome
Solyc02g082760	Peroxisome
Solyc01g091900	Peroxisome
Solyc04g054890	Peroxisome
Solyc02g091100	Peroxisome
Solyc06g075080	Peroxisome
Solyc06g074390	Peroxisome
Solyc05g007970	Peroxisome
Solyc09g092450	Peroxisome
Solyc03g114330	Peroxisome
Solyc12g040500	Peroxisome
Solyc11g018580	Peroxisome
Solyc01g107240	Peroxisome
Solyc10g007600	Peroxisome
Solyc05g006590	Autophagy - other
Solyc01g006110	Autophagy - other
Solyc12g049310	Autophagy - other
Solyc04g082030	Efferocytosis
Solyc06g074740	Efferocytosis
Solyc07g049410	Efferocytosis
Solyc03g098300	Efferocytosis
Solyc02g062020	Efferocytosis
Solyc12g007210	Efferocytosis
Solyc03g114070	Efferocytosis
Solyc07g020800	Efferocytosis
Solyc04g081490	Motor proteins
Solyc07g063610	Motor proteins
Solyc06g035970	Motor proteins
Solyc12g099540	Motor proteins
Solyc03g120810	Motor proteins
Solyc08g079710	Motor proteins
Solyc01g066590	Motor proteins
Solyc03g025470	Motor proteins
Solyc02g087880	Motor proteins
Solyc08g006890	Motor proteins
Solyc10g086760	Motor proteins
Solyc02g084390	Motor proteins
Solyc09g010060	Motor proteins
Solyc05g054260	Motor proteins
Solyc09g009020	Cytoskeleton in muscle cells
Solyc12g088320	Cytoskeleton in muscle cells
Solyc02g062020	Toll-like receptor signaling pathway
Solyc12g007210	Toll-like receptor signaling pathway
Solyc03g114070	Toll-like receptor signaling pathway
Solyc07g020800	Toll-like receptor signaling pathway
Solyc07g062630	Folate transport and metabolism
Solyc11g009100	Folate transport and metabolism
Solyc09g082460	Folate transport and metabolism
Solyc01g104000	Folate transport and metabolism
Solyc04g071700	Folate transport and metabolism
Solyc08g061130	Circadian rhythm - plant
Solyc12g057040	Circadian rhythm - plant
Solyc01g102300	Circadian rhythm - plant
Solyc08g081990	Circadian rhythm - plant
Solyc10g005080	Circadian rhythm - plant
Solyc06g061000	Circadian rhythm - plant
Solyc02g064700	Circadian rhythm - plant
Solyc07g066220	Plant-pathogen interaction
Solyc12g098980	Plant-pathogen interaction
Solyc05g013320	Plant-pathogen interaction
Solyc09g073000	Plant-pathogen interaction
Solyc09g065780	Plant-pathogen interaction
Solyc01g006840	Plant-pathogen interaction
Solyc01g096350	Plant-pathogen interaction
Solyc05g013280	Plant-pathogen interaction
Solyc09g083050	Plant-pathogen interaction
Solyc12g098440	Plant-pathogen interaction
Solyc06g036290	Plant-pathogen interaction
Solyc03g118810	Plant-pathogen interaction
Solyc06g036420	Plant-pathogen interaction
Solyc01g112250	Plant-pathogen interaction
Solyc01g110110	Plant-pathogen interaction
Solyc07g047790	Plant-pathogen interaction
Solyc02g063350	Plant-pathogen interaction
Solyc10g079755	Plant-pathogen interaction
Solyc02g090510	Plant-pathogen interaction
Solyc01g108400	Plant-pathogen interaction
Solyc08g081610	Plant-pathogen interaction
Solyc10g005750	Plant-pathogen interaction
Solyc09g007840	Plant-pathogen interaction
Solyc03g113390	Plant-pathogen interaction
Solyc03g033540	Plant-pathogen interaction
Solyc01g090450	Bacterial invasion of epithelial cells
Solyc02g062020	Bacterial invasion of epithelial cells
Solyc12g007210	Bacterial invasion of epithelial cells
Solyc03g114070	Bacterial invasion of epithelial cells
Solyc07g020800	Bacterial invasion of epithelial cells
