TF	Target_Gene
Solyc03g093550	Solyc02g069260
Solyc03g093550	Solyc02g068750
Solyc03g093550	Solyc02g062910
Solyc03g093550	Solyc02g022870
Solyc03g093550	Solyc01g105980
Solyc03g093550	Solyc01g105700
Solyc03g093550	Solyc01g103490
Solyc03g093550	Solyc01g102810
Solyc03g093550	Solyc01g100750
Solyc03g093550	Solyc01g100360
Solyc03g093550	Solyc01g096210
Solyc03g093550	Solyc01g095200
Solyc03g093550	Solyc01g095130
Solyc03g093550	Solyc01g094700
Solyc03g093550	Solyc01g094230
Solyc03g093550	Solyc01g091940
Solyc03g093550	Solyc01g091930
Solyc03g093550	Solyc01g088630
Solyc03g093550	Solyc01g079640
Solyc03g093550	Solyc01g068480
Solyc03g093550	Solyc01g057520
Solyc03g093550	Solyc01g010440
Solyc03g093550	Solyc01g006980
Solyc03g093550	Solyc01g005860
Solyc03g093550	Solyc01g005020
Solyc03g093550	Solyc12g098950
Solyc03g093550	Solyc12g098820
Solyc03g093550	Solyc12g098790
Solyc03g093550	Solyc12g094510
Solyc03g093550	Solyc12g088900
Solyc03g093550	Solyc12g077540
Solyc03g093550	Solyc12g044400
Solyc03g093550	Solyc12g043020
Solyc03g093550	Solyc12g042900
Solyc03g093550	Solyc12g017830
Solyc03g093550	Solyc12g014290
Solyc03g093550	Solyc12g010900
Solyc03g093550	Solyc12g009240
Solyc03g093550	Solyc12g007200
Solyc03g093550	Solyc12g007130
Solyc03g093550	Solyc12g007110
Solyc03g093550	Solyc12g005500
Solyc03g093550	Solyc11g072410
Solyc03g093550	Solyc11g072070
Solyc03g093550	Solyc11g070060
Solyc03g093550	Solyc11g069090
Solyc03g093550	Solyc11g068900
Solyc03g093550	Solyc11g068870
Solyc03g093550	Solyc11g068830
Solyc03g093550	Solyc11g067280
Solyc03g093550	Solyc11g066730
Solyc03g093550	Solyc11g066020
Solyc03g093550	Solyc11g065220
Solyc03g093550	Solyc11g042640
Solyc03g093550	Solyc11g039910
Solyc03g093550	Solyc11g039830
Solyc03g093550	Solyc11g033280
Solyc03g093550	Solyc11g020710
Solyc03g093550	Solyc11g019960
Solyc03g093550	Solyc11g017300
Solyc03g093550	Solyc11g011010
Solyc03g093550	Solyc11g010560
Solyc03g093550	Solyc11g007940
Solyc03g093550	Solyc11g007770
Solyc03g093550	Solyc11g007720
Solyc03g093550	Solyc11g006760
Solyc03g093550	Solyc11g006700
Solyc03g093550	Solyc11g005280
Solyc03g093550	Solyc11g005130
Solyc03g093550	Solyc11g005050
Solyc03g093550	Solyc10g086120
Solyc03g093550	Solyc10g085970
Solyc03g093550	Solyc10g085490
Solyc03g093550	Solyc10g085410
Solyc03g093550	Solyc10g085050
Solyc03g093550	Solyc10g084170
Solyc03g093550	Solyc10g083760
Solyc03g093550	Solyc10g083180
Solyc03g093550	Solyc10g080320
Solyc03g093550	Solyc10g080080
Solyc03g093550	Solyc10g080020
Solyc03g093550	Solyc10g079850
Solyc03g093550	Solyc10g079500
Solyc03g093550	Solyc10g054570
Solyc03g093550	Solyc10g054320
Solyc03g093550	Solyc10g051340
Solyc03g093550	Solyc10g050890
Solyc03g093550	Solyc10g050850
Solyc03g093550	Solyc10g047640
Solyc03g093550	Solyc10g045180
Solyc03g093550	Solyc10g038130
Solyc03g093550	Solyc10g008850
Solyc03g093550	Solyc10g008800
Solyc03g093550	Solyc10g006140
Solyc03g093550	Solyc09g097850
Solyc03g093550	Solyc09g092100
Solyc03g093550	Solyc09g092070
Solyc03g093550	Solyc09g091420
Solyc03g093550	Solyc09g091230
Solyc03g093550	Solyc09g090830
Solyc03g093550	Solyc09g090080
Solyc03g093550	Solyc09g089740
Solyc03g093550	Solyc09g076010
Solyc03g093550	Solyc09g064840
Solyc03g093550	Solyc09g061430
Solyc03g093550	Solyc09g059460
Solyc03g093550	Solyc09g059310
Solyc03g093550	Solyc09g011030
Solyc03g093550	Solyc09g010840
Solyc03g093550	Solyc09g010650
Solyc03g093550	Solyc09g009440
Solyc03g093550	Solyc09g009140
Solyc03g093550	Solyc09g005710
Solyc03g093550	Solyc08g082640
Solyc03g093550	Solyc08g082590
Solyc03g093550	Solyc08g079700
Solyc03g093550	Solyc08g079590
Solyc03g093550	Solyc08g078990
Solyc03g093550	Solyc08g078320
Solyc03g093550	Solyc08g077990
Solyc03g093550	Solyc08g077450
Solyc03g093550	Solyc08g076690
Solyc03g093550	Solyc08g075950
Solyc03g093550	Solyc08g075160
Solyc03g093550	Solyc08g074520
Solyc03g093550	Solyc08g067190
Solyc03g093550	Solyc08g066760
Solyc03g093550	Solyc08g066140
Solyc03g093550	Solyc08g065230
Solyc03g093550	Solyc08g041890
Solyc03g093550	Solyc08g023500
Solyc03g093550	Solyc08g008170
Solyc03g093550	Solyc08g007370
Solyc03g093550	Solyc07g066190
Solyc03g093550	Solyc07g065760
Solyc03g093550	Solyc07g065470
Solyc03g093550	Solyc07g064520
Solyc03g093550	Solyc07g064230
Solyc03g093550	Solyc07g063900
Solyc03g093550	Solyc07g063510
Solyc03g093550	Solyc07g054810
Solyc03g093550	Solyc07g049560
Solyc03g093550	Solyc07g042970
Solyc03g093550	Solyc07g041750
Solyc03g093550	Solyc07g040940
Solyc03g093550	Solyc07g020870
Solyc03g093550	Solyc07g008190
Solyc03g093550	Solyc07g007210
Solyc03g093550	Solyc07g006820
Solyc03g093550	Solyc06g084510
Solyc03g093550	Solyc06g084470
Solyc03g093550	Solyc06g083200
Solyc03g093550	Solyc06g082990
Solyc03g093550	Solyc06g082100
Solyc03g093550	Solyc06g076050
Solyc03g093550	Solyc06g076040
Solyc03g093550	Solyc06g073980
Solyc03g093550	Solyc06g072830
Solyc03g093550	Solyc06g069520
Solyc03g093550	Solyc06g066610
Solyc03g093550	Solyc06g060540
Solyc03g093550	Solyc06g051660
Solyc03g093550	Solyc06g007620
Solyc03g093550	Solyc06g007250
Solyc03g093550	Solyc05g054730
Solyc03g093550	Solyc05g054210
Solyc03g093550	Solyc05g052420
Solyc03g093550	Solyc05g051340
Solyc03g093550	Solyc05g044620
Solyc03g093550	Solyc05g026380
Solyc03g093550	Solyc05g015500
Solyc03g093550	Solyc05g012480
Solyc03g093550	Solyc05g009890
Solyc03g093550	Solyc05g009350
Solyc03g093550	Solyc05g009320
Solyc03g093550	Solyc05g008560
Solyc03g093550	Solyc05g007590
Solyc03g093550	Solyc04g082690
Solyc03g093550	Solyc04g082000
Solyc03g093550	Solyc04g081890
Solyc03g093550	Solyc04g081530
Solyc03g093550	Solyc04g081050
Solyc03g093550	Solyc04g080380
Solyc03g093550	Solyc04g079690
Solyc03g093550	Solyc04g078420
Solyc03g093550	Solyc04g078390
Solyc03g093550	Solyc04g077940
Solyc03g093550	Solyc04g077870
Solyc03g093550	Solyc04g077130
Solyc03g093550	Solyc04g076850
Solyc03g093550	Solyc04g076290
Solyc03g093550	Solyc04g074710
Solyc03g093550	Solyc04g074280
Solyc03g093550	Solyc04g072230
Solyc03g093550	Solyc04g071920
Solyc03g093550	Solyc04g071130
Solyc03g093550	Solyc04g071040
Solyc03g093550	Solyc04g064860
Solyc03g093550	Solyc04g064750
Solyc03g093550	Solyc04g056280
Solyc03g093550	Solyc04g054170
Solyc03g093550	Solyc04g050040
Solyc03g093550	Solyc04g026220
Solyc03g093550	Solyc04g016160
Solyc03g093550	Solyc04g009720
Solyc03g093550	Solyc04g008790
Solyc03g093550	Solyc04g008450
Solyc03g093550	Solyc04g007700
Solyc03g093550	Solyc03g120170
Solyc03g093550	Solyc03g119990
Solyc03g093550	Solyc03g119450
Solyc03g093550	Solyc03g117730
Solyc03g093550	Solyc03g117680
Solyc03g093550	Solyc03g116990
Solyc03g093550	Solyc03g114040
Solyc03g093550	Solyc03g113750
Solyc03g093550	Solyc03g111850
Solyc03g093550	Solyc03g111210
Solyc03g093550	Solyc03g098200
Solyc03g093550	Solyc03g096830
Solyc03g093550	Solyc03g081220
Solyc03g093550	Solyc03g033990
Solyc03g093550	Solyc03g031950
Solyc03g093550	Solyc03g007180
Solyc03g093550	Solyc03g007070
Solyc03g093550	Solyc03g005310
Solyc03g093550	Solyc02g093170
Solyc03g093550	Solyc02g093130
Solyc03g093550	Solyc02g092080
Solyc03g093550	Solyc02g091410
Solyc03g093550	Solyc02g090890
Solyc03g093550	Solyc02g090870
Solyc03g093550	Solyc02g090760
Solyc03g093550	Solyc02g090570
Solyc03g093550	Solyc02g090180
Solyc03g093550	Solyc02g089600
Solyc03g093550	Solyc02g088770
Solyc03g093550	Solyc02g088660
Solyc03g093550	Solyc02g087600
Solyc03g093550	Solyc02g085810
Solyc03g093550	Solyc02g085580
Solyc03g093550	Solyc02g085520
Solyc03g093550	Solyc02g083940
Solyc03g093550	Solyc02g082810
Solyc03g093550	Solyc02g079390
Solyc03g093550	Solyc02g079380
Solyc03g093550	Solyc02g078590
Solyc03g093550	Solyc02g077890
Solyc03g093550	Solyc02g077730
Solyc03g097120	Solyc12g099290
Solyc03g097120	Solyc12g094420
Solyc03g097120	Solyc12g035420
Solyc03g097120	Solyc12g013820
Solyc03g097120	Solyc11g072820
Solyc03g097120	Solyc11g066060
Solyc03g097120	Solyc11g020610
Solyc03g097120	Solyc11g013240
Solyc03g097120	Solyc09g011160
Solyc03g097120	Solyc09g010630
Solyc03g097120	Solyc09g005120
Solyc03g097120	Solyc08g080270
Solyc03g097120	Solyc08g079260
Solyc03g097120	Solyc07g054100
Solyc03g097120	Solyc07g047790
Solyc03g097120	Solyc07g042250
Solyc03g097120	Solyc07g032110
Solyc03g097120	Solyc07g006180
Solyc03g097120	Solyc06g082990
Solyc03g097120	Solyc06g066790
Solyc03g097120	Solyc06g036290
Solyc03g097120	Solyc05g053470
Solyc03g097120	Solyc03g123560
Solyc03g097120	Solyc03g113250
Solyc03g097120	Solyc03g097830
Solyc03g097120	Solyc03g053000
Solyc03g097120	Solyc02g090510
Solyc03g097120	Solyc02g086300
Solyc03g097120	Solyc02g082270
Solyc03g097120	Solyc02g061790
Solyc03g097120	Solyc01g109420
Solyc03g097120	Solyc01g090590
Solyc03g097120	Solyc01g086740
Solyc03g112930	Solyc12g077590
Solyc03g112930	Solyc12g017850
Solyc03g112930	Solyc12g017480
Solyc03g112930	Solyc12g017370
Solyc03g112930	Solyc12g014540
Solyc03g112930	Solyc12g014330
Solyc03g112930	Solyc12g010330
Solyc03g112930	Solyc12g007180
Solyc03g112930	Solyc11g067200
Solyc03g112930	Solyc11g061980
Solyc03g112930	Solyc11g030700
Solyc03g112930	Solyc11g020230
Solyc03g112930	Solyc11g018510
Solyc03g112930	Solyc11g012040
Solyc03g112930	Solyc11g010630
Solyc03g112930	Solyc11g010460
Solyc03g112930	Solyc10g085990
Solyc03g112930	Solyc10g081570
Solyc03g112930	Solyc10g081110
Solyc03g112930	Solyc10g044900
Solyc03g112930	Solyc10g009210
Solyc03g112930	Solyc10g005340
Solyc03g112930	Solyc09g092130
Solyc03g112930	Solyc09g091580
Solyc03g112930	Solyc09g075500
Solyc03g112930	Solyc09g061430
Solyc03g112930	Solyc09g059570
Solyc03g112930	Solyc09g008650
Solyc03g112930	Solyc09g007180
Solyc03g112930	Solyc08g082210
Solyc03g112930	Solyc08g081830
Solyc03g112930	Solyc08g077270
Solyc03g112930	Solyc08g068230
Solyc03g112930	Solyc08g065230
Solyc03g112930	Solyc08g008040
Solyc03g112930	Solyc08g008030
Solyc03g112930	Solyc08g005260
Solyc03g112930	Solyc07g066220
Solyc03g112930	Solyc07g064340
Solyc03g112930	Solyc07g062950
Solyc03g112930	Solyc07g056270
Solyc03g112930	Solyc07g054220
Solyc03g112930	Solyc07g026730
Solyc03g112930	Solyc07g006490
Solyc03g112930	Solyc06g083680
Solyc03g112930	Solyc06g082710
Solyc03g112930	Solyc06g075350
Solyc03g112930	Solyc06g070900
Solyc03g112930	Solyc06g069460
Solyc03g112930	Solyc06g068980
Solyc03g112930	Solyc06g066430
Solyc03g112930	Solyc06g063410
Solyc03g112930	Solyc06g060350
Solyc03g112930	Solyc06g054010
Solyc03g112930	Solyc06g010240
Solyc03g112930	Solyc05g054870
Solyc03g112930	Solyc05g051400
Solyc03g112930	Solyc05g051060
Solyc03g112930	Solyc05g047460
Solyc03g112930	Solyc05g014240
Solyc03g112930	Solyc05g013560
Solyc03g112930	Solyc05g012550
Solyc03g112930	Solyc05g010060
Solyc03g112930	Solyc04g082680
Solyc03g112930	Solyc04g082000
Solyc03g112930	Solyc04g081990
Solyc03g112930	Solyc04g081100
Solyc03g112930	Solyc04g080900
Solyc03g112930	Solyc04g080300
Solyc03g112930	Solyc04g078840
Solyc03g112930	Solyc04g076850
Solyc03g112930	Solyc04g071120
Solyc03g112930	Solyc04g071040
Solyc03g112930	Solyc04g064810
Solyc03g112930	Solyc04g051820
Solyc03g112930	Solyc04g008690
Solyc03g112930	Solyc03g120890
Solyc03g112930	Solyc03g113870
Solyc03g112930	Solyc03g113580
Solyc03g112930	Solyc03g112600
Solyc03g112930	Solyc03g093460
Solyc03g112930	Solyc03g082630
Solyc03g112930	Solyc03g019800
Solyc03g112930	Solyc02g094530
Solyc03g112930	Solyc02g093220
Solyc03g112930	Solyc02g090160
Solyc03g112930	Solyc02g089640
Solyc03g112930	Solyc02g089320
Solyc03g112930	Solyc02g088620
Solyc03g112930	Solyc02g085580
Solyc03g112930	Solyc02g084620
Solyc03g112930	Solyc02g084350
Solyc03g112930	Solyc02g081210
Solyc03g112930	Solyc02g079190
Solyc03g112930	Solyc02g078590
Solyc03g112930	Solyc02g078020
Solyc03g112930	Solyc02g072140
Solyc03g112930	Solyc02g072030
Solyc03g112930	Solyc02g071980
Solyc03g112930	Solyc02g068120
Solyc03g112930	Solyc02g063090
Solyc03g112930	Solyc01g109100
Solyc03g112930	Solyc01g106870
Solyc03g112930	Solyc01g098930
Solyc03g112930	Solyc01g096350
Solyc03g112930	Solyc01g094720
Solyc03g112930	Solyc01g094680
Solyc03g112930	Solyc01g088620
Solyc03g112930	Solyc01g088160
Solyc03g112930	Solyc01g088020
Solyc03g112930	Solyc01g081540
Solyc03g112930	Solyc01g080880
Solyc03g112930	Solyc01g079640
Solyc03g112930	Solyc01g073910
Solyc03g112930	Solyc01g057910
Solyc03g112930	Solyc01g057200
Solyc03g112930	Solyc01g005960
Solyc03g113760	Solyc12g056490
Solyc03g113760	Solyc12g014540
Solyc03g113760	Solyc12g009820
Solyc03g113760	Solyc11g071370
Solyc03g113760	Solyc11g066790
Solyc03g113760	Solyc11g066370
Solyc03g113760	Solyc10g079090
Solyc03g113760	Solyc10g018540
Solyc03g113760	Solyc09g092510
Solyc03g113760	Solyc09g091580
Solyc03g113760	Solyc09g064500
Solyc03g113760	Solyc09g015930
Solyc03g113760	Solyc08g082320
Solyc03g113760	Solyc08g080080
Solyc03g113760	Solyc08g077990
Solyc03g113760	Solyc08g068050
Solyc03g113760	Solyc07g065000
Solyc03g113760	Solyc07g054810
Solyc03g113760	Solyc07g040980
Solyc03g113760	Solyc07g008030
Solyc03g113760	Solyc07g006050
Solyc03g113760	Solyc07g006020
Solyc03g113760	Solyc06g084080
Solyc03g113760	Solyc06g060350
Solyc03g113760	Solyc05g055690
Solyc03g113760	Solyc05g009520
Solyc03g113760	Solyc05g007450
Solyc03g113760	Solyc05g005160
Solyc03g113760	Solyc04g079690
Solyc03g113760	Solyc04g077460
Solyc03g113760	Solyc04g063370
Solyc03g113760	Solyc04g051700
Solyc03g113760	Solyc04g008090
Solyc03g113760	Solyc03g120200
Solyc03g113760	Solyc03g115790
Solyc03g113760	Solyc03g114690
Solyc03g113760	Solyc03g098250
Solyc03g113760	Solyc03g005310
Solyc03g113760	Solyc02g093420
Solyc03g113760	Solyc02g091660
Solyc03g113760	Solyc02g086470
Solyc03g113760	Solyc02g084000
Solyc03g113760	Solyc02g082270
Solyc03g113760	Solyc02g080550
Solyc03g113760	Solyc02g069070
Solyc03g113760	Solyc02g068110
Solyc03g113760	Solyc02g067670
Solyc03g113760	Solyc01g111550
Solyc03g113760	Solyc01g105690
Solyc03g113760	Solyc01g102810
Solyc03g113760	Solyc01g100030
Solyc03g113760	Solyc01g096230
Solyc03g113760	Solyc01g094820
Solyc03g113760	Solyc01g091940
Solyc03g113760	Solyc01g091930
Solyc03g113760	Solyc01g087720
Solyc03g113760	Solyc01g057520
Solyc03g121660	Solyc12g017970
Solyc03g121660	Solyc12g005340
Solyc03g121660	Solyc11g072150
Solyc03g121660	Solyc11g010350
Solyc03g121660	Solyc11g008080
Solyc03g121660	Solyc09g014450
Solyc03g121660	Solyc08g080730
Solyc03g121660	Solyc08g077280
Solyc03g121660	Solyc08g076020
Solyc03g121660	Solyc08g069140
Solyc03g121660	Solyc07g052690
Solyc03g121660	Solyc06g066430
Solyc03g121660	Solyc06g066030
Solyc03g121660	Solyc06g034150
Solyc03g121660	Solyc05g055080
Solyc03g121660	Solyc05g053000
Solyc03g121660	Solyc04g081370
Solyc03g121660	Solyc04g078390
Solyc03g121660	Solyc04g072690
Solyc03g121660	Solyc04g064810
Solyc03g121660	Solyc04g056310
Solyc03g121660	Solyc03g119170
Solyc03g121660	Solyc03g079940
Solyc03g121660	Solyc02g090160
Solyc03g121660	Solyc02g088590
Solyc03g121660	Solyc02g081270
Solyc03g121660	Solyc02g080520
Solyc03g121660	Solyc02g079940
Solyc03g121660	Solyc02g068080
Solyc03g121660	Solyc01g110180
Solyc03g121660	Solyc01g096140
Solyc03g121660	Solyc01g086870
Solyc03g121660	Solyc01g080500
Solyc03g121660	Solyc01g067900
Solyc04g005100	Solyc12g062860
Solyc04g005100	Solyc11g020610
Solyc04g005100	Solyc11g010320
Solyc04g005100	Solyc10g086650
Solyc04g005100	Solyc09g007790
Solyc04g005100	Solyc07g052730
Solyc04g005100	Solyc07g026730
Solyc04g005100	Solyc07g006240
Solyc04g005100	Solyc06g082940
Solyc04g005100	Solyc06g076650
Solyc04g005100	Solyc06g075500
Solyc04g005100	Solyc06g054260
Solyc04g005100	Solyc05g050710
Solyc04g005100	Solyc04g081810
Solyc04g005100	Solyc04g055180
Solyc04g005100	Solyc03g031890
Solyc04g005100	Solyc02g089990
Solyc04g005100	Solyc02g078750
Solyc04g005100	Solyc01g080020
Solyc04g008870	Solyc12g017540
Solyc04g008870	Solyc11g066870
Solyc04g008870	Solyc11g066510
Solyc04g008870	Solyc11g020610
Solyc04g008870	Solyc11g011190
Solyc04g008870	Solyc10g086650
Solyc04g008870	Solyc10g081100
Solyc04g008870	Solyc09g057580
Solyc04g008870	Solyc08g079240
Solyc04g008870	Solyc08g068230
Solyc04g008870	Solyc07g052730
Solyc04g008870	Solyc07g045310
Solyc04g008870	Solyc07g026730
Solyc04g008870	Solyc07g006500
Solyc04g008870	Solyc06g082940
Solyc04g008870	Solyc06g054260
Solyc04g008870	Solyc05g050710
Solyc04g008870	Solyc05g013560
Solyc04g008870	Solyc05g009670
Solyc04g008870	Solyc05g005180
Solyc04g008870	Solyc04g080380
Solyc04g008870	Solyc03g110990
Solyc04g008870	Solyc03g006540
Solyc04g008870	Solyc02g089990
Solyc04g008870	Solyc02g076730
Solyc04g008870	Solyc01g090690
Solyc04g008870	Solyc01g090140
Solyc04g008870	Solyc01g080890
Solyc04g008870	Solyc01g080020
Solyc04g009950	Solyc12g099630
Solyc04g009950	Solyc12g077590
Solyc04g009950	Solyc12g019100
Solyc04g009950	Solyc12g008550
Solyc04g009950	Solyc11g062240
Solyc04g009950	Solyc10g080740
Solyc04g009950	Solyc10g045270
Solyc04g009950	Solyc10g038060
Solyc04g009950	Solyc10g006860
Solyc04g009950	Solyc09g065580
Solyc04g009950	Solyc09g018850
Solyc04g009950	Solyc08g074520
Solyc04g009950	Solyc08g066020
Solyc04g009950	Solyc08g061240
Solyc04g009950	Solyc08g014010
Solyc04g009950	Solyc07g064230
Solyc04g009950	Solyc07g047780
Solyc04g009950	Solyc05g015420
Solyc04g009950	Solyc04g081350
Solyc04g009950	Solyc04g080390
Solyc04g009950	Solyc04g079690
Solyc04g009950	Solyc04g064810
Solyc04g009950	Solyc04g009730
Solyc04g009950	Solyc03g112370
Solyc04g009950	Solyc03g006500
Solyc04g009950	Solyc02g087640
Solyc04g009950	Solyc00g020020
Solyc04g009950	Solyc00g020010
Solyc04g056310	Solyc11g072470
Solyc04g056310	Solyc11g066330
Solyc04g056310	Solyc11g065000
Solyc04g056310	Solyc10g080320
Solyc04g056310	Solyc10g006500
Solyc04g056310	Solyc09g091390
Solyc04g056310	Solyc09g074990
Solyc04g056310	Solyc09g059310
Solyc04g056310	Solyc09g055570
Solyc04g056310	Solyc09g007790
Solyc04g056310	Solyc08g007000
Solyc04g056310	Solyc07g066270
Solyc04g056310	Solyc06g071510
Solyc04g056310	Solyc05g051460
Solyc04g056310	Solyc05g006160
Solyc04g056310	Solyc04g082030
Solyc04g056310	Solyc03g096880
Solyc04g056310	Solyc02g094050
Solyc04g056310	Solyc02g091300
Solyc04g056310	Solyc02g091030
Solyc04g056310	Solyc02g086430
Solyc04g056310	Solyc02g071060
Solyc04g056310	Solyc01g109570
Solyc04g056310	Solyc01g096140
Solyc04g056310	Solyc01g094890
Solyc04g056310	Solyc01g079550
Solyc04g072900	Solyc12g099360
Solyc04g072900	Solyc12g096590
Solyc04g072900	Solyc12g094510
Solyc04g072900	Solyc12g089060
Solyc04g072900	Solyc12g055750
Solyc04g072900	Solyc12g049560
Solyc04g072900	Solyc12g042900
Solyc04g072900	Solyc12g017830
Solyc04g072900	Solyc12g014290
Solyc04g072900	Solyc11g070060
Solyc04g072900	Solyc11g070030
Solyc04g072900	Solyc11g069090
Solyc04g072900	Solyc11g068900
Solyc04g072900	Solyc11g061720
Solyc04g072900	Solyc11g042640
Solyc04g072900	Solyc11g017300
Solyc04g072900	Solyc11g013270
Solyc04g072900	Solyc11g013030
Solyc04g072900	Solyc11g012040
Solyc04g072900	Solyc11g007360
Solyc04g072900	Solyc11g005280
Solyc04g072900	Solyc11g005130
Solyc04g072900	Solyc10g085050
Solyc04g072900	Solyc10g080780
Solyc04g072900	Solyc10g080320
Solyc04g072900	Solyc10g077100
Solyc04g072900	Solyc10g076580
Solyc04g072900	Solyc10g051340
Solyc04g072900	Solyc10g050850
Solyc04g072900	Solyc10g047640
Solyc04g072900	Solyc10g011660
Solyc04g072900	Solyc10g006410
Solyc04g072900	Solyc10g006140
Solyc04g072900	Solyc10g005490
Solyc04g072900	Solyc09g091420
Solyc04g072900	Solyc09g065610
Solyc04g072900	Solyc09g059310
Solyc04g072900	Solyc09g010780
Solyc04g072900	Solyc09g010430
Solyc04g072900	Solyc09g009140
Solyc04g072900	Solyc09g007100
Solyc04g072900	Solyc08g077430
Solyc04g072900	Solyc08g075160
Solyc04g072900	Solyc08g074710
Solyc04g072900	Solyc08g059660
Solyc04g072900	Solyc07g065760
Solyc04g072900	Solyc07g065600
Solyc04g072900	Solyc07g053170
Solyc04g072900	Solyc07g052950
Solyc04g072900	Solyc07g042970
Solyc04g072900	Solyc07g008190
Solyc04g072900	Solyc07g007650
Solyc04g072900	Solyc07g006820
Solyc04g072900	Solyc06g084040
Solyc04g072900	Solyc06g083200
Solyc04g072900	Solyc06g075690
Solyc04g072900	Solyc06g072830
Solyc04g072900	Solyc06g069580
Solyc04g072900	Solyc06g060300
Solyc04g072900	Solyc06g048470
Solyc04g072900	Solyc06g005800
Solyc04g072900	Solyc05g054240
Solyc04g072900	Solyc05g047390
Solyc04g072900	Solyc05g008450
Solyc04g072900	Solyc05g007590
Solyc04g072900	Solyc04g082690
Solyc04g072900	Solyc04g082110
Solyc04g072900	Solyc04g072230
Solyc04g072900	Solyc04g051700
Solyc04g072900	Solyc04g005160
Solyc04g072900	Solyc03g123720
Solyc04g072900	Solyc03g120810
Solyc04g072900	Solyc03g120170
Solyc04g072900	Solyc03g120090
Solyc04g072900	Solyc03g118500
Solyc04g072900	Solyc03g112990
Solyc04g072900	Solyc03g098660
Solyc04g072900	Solyc03g098590
Solyc04g072900	Solyc03g096290
Solyc04g072900	Solyc03g083210
Solyc04g072900	Solyc03g080030
Solyc04g072900	Solyc03g034300
Solyc04g072900	Solyc03g031950
Solyc04g072900	Solyc03g019700
Solyc04g072900	Solyc03g008010
Solyc04g072900	Solyc03g005310
Solyc04g072900	Solyc02g092480
Solyc04g072900	Solyc02g090760
Solyc04g072900	Solyc02g086930
Solyc04g072900	Solyc02g082500
Solyc04g072900	Solyc02g081210
Solyc04g072900	Solyc02g079380
Solyc04g072900	Solyc02g077730
Solyc04g072900	Solyc02g077110
Solyc04g072900	Solyc02g063380
Solyc04g072900	Solyc02g062910
Solyc04g072900	Solyc02g030100
Solyc04g072900	Solyc01g112160
Solyc04g072900	Solyc01g112150
Solyc04g072900	Solyc01g095700
Solyc04g072900	Solyc01g095140
Solyc04g072900	Solyc01g091930
Solyc04g072900	Solyc01g090650
Solyc04g072900	Solyc01g088630
Solyc04g072900	Solyc01g080500
Solyc04g072900	Solyc01g068000
Solyc04g072900	Solyc01g057520
Solyc04g072900	Solyc00g020040
Solyc04g072900	Solyc00g014850
Solyc04g074170	Solyc12g096770
Solyc04g074170	Solyc12g088320
Solyc04g074170	Solyc12g057000
Solyc04g074170	Solyc12g007110
Solyc04g074170	Solyc11g072470
Solyc04g074170	Solyc11g072080
Solyc04g074170	Solyc11g069330
Solyc04g074170	Solyc11g066890
Solyc04g074170	Solyc11g020760
Solyc04g074170	Solyc11g010120
Solyc04g074170	Solyc11g008550
Solyc04g074170	Solyc11g005790
Solyc04g074170	Solyc10g080320
Solyc04g074170	Solyc10g079750
Solyc04g074170	Solyc10g078410
Solyc04g074170	Solyc10g076790
Solyc04g074170	Solyc10g051270
Solyc04g074170	Solyc10g045180
Solyc04g074170	Solyc10g011930
Solyc04g074170	Solyc09g092440
Solyc04g074170	Solyc09g091390
Solyc04g074170	Solyc09g091230
Solyc04g074170	Solyc09g091200
Solyc04g074170	Solyc09g083050
Solyc04g074170	Solyc09g082560
Solyc04g074170	Solyc09g075580
Solyc04g074170	Solyc09g075460
Solyc04g074170	Solyc09g064200
Solyc04g074170	Solyc09g059310
Solyc04g074170	Solyc09g010780
Solyc04g074170	Solyc08g083210
Solyc04g074170	Solyc08g083190
Solyc04g074170	Solyc08g081980
Solyc04g074170	Solyc08g080320
Solyc04g074170	Solyc08g079790
Solyc04g074170	Solyc08g079270
Solyc04g074170	Solyc08g007000
Solyc04g074170	Solyc07g066190
Solyc04g074170	Solyc07g066150
Solyc04g074170	Solyc07g063680
Solyc04g074170	Solyc07g061880
Solyc04g074170	Solyc07g053640
Solyc04g074170	Solyc07g052950
Solyc04g074170	Solyc07g042390
Solyc04g074170	Solyc07g006360
Solyc04g074170	Solyc06g084040
Solyc04g074170	Solyc06g075670
Solyc04g074170	Solyc06g069370
Solyc04g074170	Solyc06g054660
Solyc04g074170	Solyc06g053750
Solyc04g074170	Solyc05g013040
Solyc04g074170	Solyc04g082480
Solyc04g074170	Solyc04g082030
Solyc04g074170	Solyc04g080730
Solyc04g074170	Solyc04g080720
Solyc04g074170	Solyc04g080390
Solyc04g074170	Solyc04g080380
Solyc04g074170	Solyc04g078840
Solyc04g074170	Solyc04g078390
Solyc04g074170	Solyc04g064760
Solyc04g074170	Solyc04g064520
Solyc04g074170	Solyc04g054320
Solyc04g074170	Solyc04g016200
Solyc04g074170	Solyc04g015740
Solyc04g074170	Solyc04g014990
Solyc04g074170	Solyc04g014240
Solyc04g074170	Solyc03g123720
Solyc04g074170	Solyc03g121870
Solyc04g074170	Solyc03g121400
Solyc04g074170	Solyc03g119520
Solyc04g074170	Solyc03g115380
Solyc04g074170	Solyc03g113580
Solyc04g074170	Solyc03g098300
Solyc04g074170	Solyc03g096880
Solyc04g074170	Solyc02g093130
Solyc04g074170	Solyc02g093000
