TF	Target_Gene
Solyc06g051840	Solyc04g008790
Solyc06g051840	Solyc04g008450
Solyc06g051840	Solyc04g007510
Solyc06g051840	Solyc03g122300
Solyc06g051840	Solyc03g120170
Solyc06g051840	Solyc03g119990
Solyc06g051840	Solyc03g119450
Solyc06g051840	Solyc03g118570
Solyc06g051840	Solyc03g117760
Solyc06g051840	Solyc03g117680
Solyc06g051840	Solyc03g117570
Solyc06g051840	Solyc03g116990
Solyc06g051840	Solyc03g114040
Solyc06g051840	Solyc03g113870
Solyc06g051840	Solyc03g113750
Solyc06g051840	Solyc03g111850
Solyc06g051840	Solyc03g111210
Solyc06g051840	Solyc03g098200
Solyc06g051840	Solyc03g096830
Solyc06g051840	Solyc03g095780
Solyc06g051840	Solyc03g081220
Solyc06g051840	Solyc03g062830
Solyc06g051840	Solyc03g033990
Solyc06g051840	Solyc03g033540
Solyc06g051840	Solyc03g031950
Solyc06g051840	Solyc03g026180
Solyc06g051840	Solyc03g019700
Solyc06g051840	Solyc03g008010
Solyc06g051840	Solyc03g007180
Solyc06g051840	Solyc03g007070
Solyc06g051840	Solyc03g005770
Solyc06g051840	Solyc03g005760
Solyc06g051840	Solyc03g005310
Solyc06g051840	Solyc02g093980
Solyc06g051840	Solyc02g093170
Solyc06g051840	Solyc02g093130
Solyc06g051840	Solyc02g092080
Solyc06g051840	Solyc02g090890
Solyc06g051840	Solyc02g090870
Solyc06g051840	Solyc02g090760
Solyc06g051840	Solyc02g090570
Solyc06g051840	Solyc02g090180
Solyc06g051840	Solyc02g089050
Solyc06g051840	Solyc02g088770
Solyc06g051840	Solyc02g088660
Solyc06g051840	Solyc02g088350
Solyc06g051840	Solyc02g087010
Solyc06g051840	Solyc02g086430
Solyc06g051840	Solyc02g085520
Solyc06g051840	Solyc02g083940
Solyc06g051840	Solyc02g082840
Solyc06g051840	Solyc02g080810
Solyc06g051840	Solyc02g079390
Solyc06g051840	Solyc02g079380
Solyc06g051840	Solyc02g078590
Solyc06g051840	Solyc02g077890
Solyc06g051840	Solyc02g077730
Solyc06g051840	Solyc02g076730
Solyc06g051840	Solyc02g069260
Solyc06g051840	Solyc02g068750
Solyc06g051840	Solyc02g068350
Solyc06g051840	Solyc02g067670
Solyc06g051840	Solyc02g067410
Solyc06g051840	Solyc02g062910
Solyc06g051840	Solyc02g037500
Solyc06g051840	Solyc02g022870
Solyc06g051840	Solyc01g111160
Solyc06g051840	Solyc01g108450
Solyc06g051840	Solyc01g103490
Solyc06g051840	Solyc01g102810
Solyc06g051840	Solyc01g100750
Solyc06g051840	Solyc01g100360
Solyc06g051840	Solyc01g099770
Solyc06g051840	Solyc01g098480
Solyc06g051840	Solyc01g097380
Solyc06g051840	Solyc01g095130
Solyc06g051840	Solyc01g094700
Solyc06g051840	Solyc01g091930
Solyc06g051840	Solyc01g090650
Solyc06g051840	Solyc01g089870
Solyc06g051840	Solyc01g088630
Solyc06g051840	Solyc01g087910
Solyc06g051840	Solyc01g087060
Solyc06g051840	Solyc01g081540
Solyc06g051840	Solyc01g081230
Solyc06g051840	Solyc01g068480
Solyc06g051840	Solyc01g057910
Solyc06g051840	Solyc01g057520
Solyc06g051840	Solyc01g010440
Solyc06g051840	Solyc01g008340
Solyc06g051840	Solyc01g007890
Solyc06g051840	Solyc01g006980
Solyc06g051840	Solyc01g005860
Solyc06g051840	Solyc00g014850
Solyc06g053350	Solyc11g072120
Solyc06g053350	Solyc10g086440
Solyc06g053350	Solyc09g083260
Solyc06g053350	Solyc09g011190
Solyc06g053350	Solyc09g010680
Solyc06g053350	Solyc08g080360
Solyc06g053350	Solyc08g076960
Solyc06g053350	Solyc07g007650
Solyc06g053350	Solyc06g084380
Solyc06g053350	Solyc06g075650
Solyc06g053350	Solyc06g035920
Solyc06g053350	Solyc05g051460
Solyc06g053350	Solyc04g078420
Solyc06g053350	Solyc04g064580
Solyc06g053350	Solyc04g007460
Solyc06g053350	Solyc03g119750
Solyc06g053350	Solyc03g083970
Solyc06g053350	Solyc03g031440
Solyc06g053350	Solyc03g007480
Solyc06g053350	Solyc02g092930
Solyc06g053350	Solyc02g092790
Solyc06g053350	Solyc02g091620
Solyc06g053350	Solyc02g087880
Solyc06g053350	Solyc02g079390
Solyc06g053350	Solyc02g063380
Solyc06g053350	Solyc01g108450
Solyc06g053350	Solyc01g105410
Solyc06g065040	Solyc12g095840
Solyc06g065040	Solyc12g094460
Solyc06g065040	Solyc11g072890
Solyc06g065040	Solyc11g013240
Solyc06g065040	Solyc09g005910
Solyc06g065040	Solyc08g007210
Solyc06g065040	Solyc08g006510
Solyc06g065040	Solyc07g062040
Solyc06g065040	Solyc07g055310
Solyc06g065040	Solyc07g042520
Solyc06g065040	Solyc07g008230
Solyc06g065040	Solyc06g076470
Solyc06g065040	Solyc06g072220
Solyc06g065040	Solyc06g061250
Solyc06g065040	Solyc06g061010
Solyc06g065040	Solyc06g053590
Solyc06g065040	Solyc06g036000
Solyc06g065040	Solyc06g010240
Solyc06g065040	Solyc05g018230
Solyc06g065040	Solyc05g013030
Solyc06g065040	Solyc05g005150
Solyc06g065040	Solyc04g080500
Solyc06g065040	Solyc04g049450
Solyc06g065040	Solyc04g007010
Solyc06g065040	Solyc04g005560
Solyc06g065040	Solyc04g005330
Solyc06g065040	Solyc03g120680
Solyc06g065040	Solyc03g117680
Solyc06g065040	Solyc03g114330
Solyc06g065040	Solyc03g113010
Solyc06g065040	Solyc03g098030
Solyc06g065040	Solyc03g093610
Solyc06g065040	Solyc03g026050
Solyc06g065040	Solyc02g093000
Solyc06g065040	Solyc02g078580
Solyc06g065040	Solyc02g078500
Solyc06g065040	Solyc02g070050
Solyc06g065040	Solyc01g066680
Solyc06g069460	Solyc12g038590
Solyc06g069460	Solyc10g086650
Solyc06g069460	Solyc10g076830
Solyc06g069460	Solyc09g092130
Solyc06g069460	Solyc09g064200
Solyc06g069460	Solyc09g015660
Solyc06g069460	Solyc08g067370
Solyc06g069460	Solyc08g061270
Solyc06g069460	Solyc06g069600
Solyc06g069460	Solyc06g061030
Solyc06g069460	Solyc05g006830
Solyc06g069460	Solyc05g005020
Solyc06g069460	Solyc04g082660
Solyc06g069460	Solyc04g056640
Solyc06g069460	Solyc04g054320
Solyc06g069460	Solyc04g028580
Solyc06g069460	Solyc04g008090
Solyc06g069460	Solyc03g118620
Solyc06g069460	Solyc03g116990
Solyc06g069460	Solyc03g116750
Solyc06g069460	Solyc03g113920
Solyc06g069460	Solyc03g113720
Solyc06g069460	Solyc03g112930
Solyc06g069460	Solyc03g095370
Solyc06g069460	Solyc02g085520
Solyc06g069460	Solyc02g082500
Solyc06g069460	Solyc02g079640
Solyc06g069460	Solyc02g078670
Solyc06g069460	Solyc02g078500
Solyc06g069460	Solyc02g078210
Solyc06g069460	Solyc02g077880
Solyc06g069460	Solyc01g100290
Solyc06g069460	Solyc01g088620
Solyc06g069460	Solyc01g086810
Solyc06g070900	Solyc08g005610
Solyc06g070900	Solyc07g065880
Solyc06g070900	Solyc07g064280
Solyc06g070900	Solyc07g064230
Solyc06g070900	Solyc07g064080
Solyc06g070900	Solyc07g055130
Solyc06g070900	Solyc07g054220
Solyc06g070900	Solyc07g053900
Solyc06g070900	Solyc06g074170
Solyc06g070900	Solyc06g071480
Solyc06g070900	Solyc06g069880
Solyc06g070900	Solyc06g060350
Solyc06g070900	Solyc06g007620
Solyc06g070900	Solyc05g013670
Solyc06g070900	Solyc05g012450
Solyc06g070900	Solyc05g006030
Solyc06g070900	Solyc05g005020
Solyc06g070900	Solyc04g081490
Solyc06g070900	Solyc04g079430
Solyc06g070900	Solyc04g071040
Solyc06g070900	Solyc04g055080
Solyc06g070900	Solyc04g025180
Solyc06g070900	Solyc03g123560
Solyc06g070900	Solyc03g121540
Solyc06g070900	Solyc03g119150
Solyc06g070900	Solyc03g117730
Solyc06g070900	Solyc03g116590
Solyc06g070900	Solyc03g114160
Solyc06g070900	Solyc03g112930
Solyc06g070900	Solyc03g008010
Solyc06g070900	Solyc02g093720
Solyc06g070900	Solyc02g088660
Solyc06g070900	Solyc02g082270
Solyc06g070900	Solyc02g081270
Solyc06g070900	Solyc02g078750
Solyc06g070900	Solyc02g078670
Solyc06g070900	Solyc02g070820
Solyc06g070900	Solyc02g068490
Solyc06g070900	Solyc01g106280
Solyc06g070900	Solyc01g099090
Solyc06g070900	Solyc01g091930
Solyc06g070900	Solyc01g080500
Solyc06g070900	Solyc01g008560
Solyc06g070900	Solyc01g005690
Solyc06g070900	Solyc00g020020
Solyc06g070900	Solyc00g020010
Solyc06g070900	Solyc12g099790
Solyc06g070900	Solyc12g098510
Solyc06g070900	Solyc12g057000
Solyc06g070900	Solyc12g056490
Solyc06g070900	Solyc12g043020
Solyc06g070900	Solyc12g006340
Solyc06g070900	Solyc11g065000
Solyc06g070900	Solyc11g010320
Solyc06g070900	Solyc10g085620
Solyc06g070900	Solyc10g006360
Solyc06g070900	Solyc09g064520
Solyc06g070900	Solyc09g064200
Solyc06g070900	Solyc09g007830
Solyc06g070900	Solyc08g080900
Solyc06g070900	Solyc08g077490
Solyc06g070900	Solyc08g076830
Solyc06g070900	Solyc08g075430
Solyc06g070900	Solyc08g066660
Solyc06g070900	Solyc08g066040
Solyc06g070900	Solyc08g065850
Solyc06g070900	Solyc06g070900
Solyc06g071230	Solyc11g020610
Solyc06g071230	Solyc10g086650
Solyc06g071230	Solyc10g006690
Solyc06g071230	Solyc09g007790
Solyc06g071230	Solyc08g068230
Solyc06g071230	Solyc08g006010
Solyc06g071230	Solyc07g062930
Solyc06g071230	Solyc07g052730
Solyc06g071230	Solyc07g026730
Solyc06g071230	Solyc07g006240
Solyc06g071230	Solyc07g006000
Solyc06g071230	Solyc06g082940
Solyc06g071230	Solyc06g069600
Solyc06g071230	Solyc06g054260
Solyc06g071230	Solyc05g050710
Solyc06g071230	Solyc05g005180
Solyc06g071230	Solyc04g055180
Solyc06g071230	Solyc03g117680
Solyc06g071230	Solyc03g031890
Solyc06g071230	Solyc02g089990
Solyc06g071230	Solyc02g088350
Solyc06g071230	Solyc02g078750
Solyc06g071230	Solyc02g078500
Solyc06g071230	Solyc01g091700
Solyc06g071230	Solyc01g090140
Solyc06g071230	Solyc01g080890
Solyc06g071230	Solyc01g080020
Solyc06g071230	Solyc01g005540
Solyc06g071480	Solyc12g077590
Solyc06g071480	Solyc12g017850
Solyc06g071480	Solyc12g017480
Solyc06g071480	Solyc12g017370
Solyc06g071480	Solyc12g014540
Solyc06g071480	Solyc12g014330
Solyc06g071480	Solyc12g010330
Solyc06g071480	Solyc12g007180
Solyc06g071480	Solyc11g067200
Solyc06g071480	Solyc11g061980
Solyc06g071480	Solyc11g030700
Solyc06g071480	Solyc11g020230
Solyc06g071480	Solyc11g018510
Solyc06g071480	Solyc11g012040
Solyc06g071480	Solyc11g010630
Solyc06g071480	Solyc11g010460
Solyc06g071480	Solyc10g085990
Solyc06g071480	Solyc10g081570
Solyc06g071480	Solyc10g081110
Solyc06g071480	Solyc10g044900
Solyc06g071480	Solyc10g009210
Solyc06g071480	Solyc10g005340
Solyc06g071480	Solyc09g092130
Solyc06g071480	Solyc09g091580
Solyc06g071480	Solyc09g075500
Solyc06g071480	Solyc09g061430
Solyc06g071480	Solyc09g059570
Solyc06g071480	Solyc09g008650
Solyc06g071480	Solyc09g007180
Solyc06g071480	Solyc08g082210
Solyc06g071480	Solyc08g081830
Solyc06g071480	Solyc08g077270
Solyc06g071480	Solyc08g068230
Solyc06g071480	Solyc08g065230
Solyc06g071480	Solyc08g008040
Solyc06g071480	Solyc08g008030
Solyc06g071480	Solyc08g005260
Solyc06g071480	Solyc07g066220
Solyc06g071480	Solyc07g064340
Solyc06g071480	Solyc07g062950
Solyc06g071480	Solyc07g056270
Solyc06g071480	Solyc07g054220
Solyc06g071480	Solyc07g026730
Solyc06g071480	Solyc07g006490
Solyc06g071480	Solyc06g083680
Solyc06g071480	Solyc06g082710
Solyc06g071480	Solyc06g075350
Solyc06g071480	Solyc06g070900
Solyc06g071480	Solyc06g069460
Solyc06g071480	Solyc06g068980
Solyc06g071480	Solyc06g066430
Solyc06g071480	Solyc06g063410
Solyc06g071480	Solyc06g060350
Solyc06g071480	Solyc06g054010
Solyc06g071480	Solyc06g010240
Solyc06g071480	Solyc05g054870
Solyc06g071480	Solyc05g051400
Solyc06g071480	Solyc05g051060
Solyc06g071480	Solyc05g047460
Solyc06g071480	Solyc05g014240
Solyc06g071480	Solyc05g013560
Solyc06g071480	Solyc05g012550
Solyc06g071480	Solyc05g010060
Solyc06g071480	Solyc04g082680
Solyc06g071480	Solyc04g082000
Solyc06g071480	Solyc04g081990
Solyc06g071480	Solyc04g081100
Solyc06g071480	Solyc04g080900
Solyc06g071480	Solyc04g080300
Solyc06g071480	Solyc04g078840
Solyc06g071480	Solyc04g076850
Solyc06g071480	Solyc04g071120
Solyc06g071480	Solyc04g071040
Solyc06g071480	Solyc04g064810
Solyc06g071480	Solyc04g051820
Solyc06g071480	Solyc04g008690
Solyc06g071480	Solyc03g120890
Solyc06g071480	Solyc03g113870
Solyc06g071480	Solyc03g113580
Solyc06g071480	Solyc03g112600
Solyc06g071480	Solyc03g093460
Solyc06g071480	Solyc03g082630
Solyc06g071480	Solyc03g019800
Solyc06g071480	Solyc02g094530
Solyc06g071480	Solyc02g093220
Solyc06g071480	Solyc02g090160
Solyc06g071480	Solyc02g089640
Solyc06g071480	Solyc02g089320
Solyc06g071480	Solyc02g088620
Solyc06g071480	Solyc02g085580
Solyc06g071480	Solyc02g084620
Solyc06g071480	Solyc02g084350
Solyc06g071480	Solyc02g081210
Solyc06g071480	Solyc02g079190
Solyc06g071480	Solyc02g078590
Solyc06g071480	Solyc02g078020
Solyc06g071480	Solyc02g072140
Solyc06g071480	Solyc02g072030
Solyc06g071480	Solyc02g071980
Solyc06g071480	Solyc02g068120
Solyc06g071480	Solyc02g063090
Solyc06g071480	Solyc01g109100
Solyc06g071480	Solyc01g106870
Solyc06g071480	Solyc01g098930
Solyc06g071480	Solyc01g096350
Solyc06g071480	Solyc01g094720
Solyc06g071480	Solyc01g094680
Solyc06g071480	Solyc01g088620
Solyc06g071480	Solyc01g088160
Solyc06g071480	Solyc01g088020
Solyc06g071480	Solyc01g081540
Solyc06g071480	Solyc01g080880
Solyc06g071480	Solyc01g079640
Solyc06g071480	Solyc01g073910
Solyc06g071480	Solyc01g057910
Solyc06g071480	Solyc01g057200
Solyc06g071480	Solyc01g005960
Solyc06g074170	Solyc12g056660
Solyc06g074170	Solyc12g009800
Solyc06g074170	Solyc10g085180
Solyc06g074170	Solyc10g081930
Solyc06g074170	Solyc10g081870
Solyc06g074170	Solyc10g081390
Solyc06g074170	Solyc10g080560
Solyc06g074170	Solyc10g079830
Solyc06g074170	Solyc10g054280
Solyc06g074170	Solyc09g074940
Solyc06g074170	Solyc09g064840
Solyc06g074170	Solyc09g005710
Solyc06g074170	Solyc08g081850
Solyc06g074170	Solyc08g067830
Solyc06g074170	Solyc07g063240
Solyc06g074170	Solyc07g054220
Solyc06g074170	Solyc06g083710
Solyc06g074170	Solyc06g083620
Solyc06g074170	Solyc06g073980
Solyc06g074170	Solyc06g066500
Solyc06g074170	Solyc06g035600
Solyc06g074170	Solyc06g006080
Solyc06g074170	Solyc05g050780
Solyc06g074170	Solyc05g017790
Solyc06g074170	Solyc05g005150
Solyc06g074170	Solyc04g015740
Solyc06g074170	Solyc03g124010
Solyc06g074170	Solyc03g095680
Solyc06g074170	Solyc03g005760
Solyc06g074170	Solyc02g093420
Solyc06g074170	Solyc02g084540
Solyc06g074170	Solyc02g071880
Solyc06g074170	Solyc01g111460
Solyc06g074170	Solyc01g108250
Solyc06g074170	Solyc01g101120
Solyc06g074170	Solyc01g096940
Solyc06g074170	Solyc01g095370
Solyc06g074170	Solyc01g088690
Solyc06g074170	Solyc01g086740
Solyc06g074170	Solyc01g086670
Solyc06g074170	Solyc00g019950
Solyc06g082430	Solyc12g099540
Solyc06g082430	Solyc12g099360
Solyc06g082430	Solyc12g099280
Solyc06g082430	Solyc12g098850
Solyc06g082430	Solyc12g096070
Solyc06g082430	Solyc12g095990
Solyc06g082430	Solyc12g094510
Solyc06g082430	Solyc12g088900
Solyc06g082430	Solyc12g042900
Solyc06g082430	Solyc12g010900
Solyc06g082430	Solyc12g010790
Solyc06g082430	Solyc12g008710
Solyc06g082430	Solyc12g007130
Solyc06g082430	Solyc12g007110
Solyc06g082430	Solyc11g073250
Solyc06g082430	Solyc11g072820
Solyc06g082430	Solyc11g069090
Solyc06g082430	Solyc11g068900
Solyc06g082430	Solyc11g068870
Solyc06g082430	Solyc11g068830
Solyc06g082430	Solyc11g066020
Solyc06g082430	Solyc11g065220
Solyc06g082430	Solyc11g033280
Solyc06g082430	Solyc11g019960
Solyc06g082430	Solyc11g017300
Solyc06g082430	Solyc11g016990
Solyc06g082430	Solyc11g013270
Solyc06g082430	Solyc11g007910
Solyc06g082430	Solyc11g007770
Solyc06g082430	Solyc11g006760
Solyc06g082430	Solyc11g006710
Solyc06g082430	Solyc11g006080
Solyc06g082430	Solyc11g005720
Solyc06g082430	Solyc11g005280
Solyc06g082430	Solyc11g005130
Solyc06g082430	Solyc11g005050
Solyc06g082430	Solyc10g085450
Solyc06g082430	Solyc10g085050
Solyc06g082430	Solyc10g080760
Solyc06g082430	Solyc10g080090
Solyc06g082430	Solyc10g079850
Solyc06g082430	Solyc10g079500
Solyc06g082430	Solyc10g054570
Solyc06g082430	Solyc10g050890
Solyc06g082430	Solyc10g047640
Solyc06g082430	Solyc10g045180
Solyc06g082430	Solyc10g008520
Solyc06g082430	Solyc10g008440
Solyc06g082430	Solyc10g006140
Solyc06g082430	Solyc09g091420
Solyc06g082430	Solyc09g075560
Solyc06g082430	Solyc09g064840
Solyc06g082430	Solyc09g064200
Solyc06g082430	Solyc09g059460
Solyc06g082430	Solyc09g059310
Solyc06g082430	Solyc09g010650
Solyc06g082430	Solyc09g009140
Solyc06g082430	Solyc09g007180
Solyc06g082430	Solyc08g080690
Solyc06g082430	Solyc08g078990
Solyc06g082430	Solyc08g078320
Solyc06g082430	Solyc08g077850
Solyc06g082430	Solyc08g075950
Solyc06g082430	Solyc08g075160
Solyc06g082430	Solyc08g068050
Solyc06g082430	Solyc08g067190
Solyc06g082430	Solyc08g061880
Solyc06g082430	Solyc08g059660
Solyc06g082430	Solyc08g023500
Solyc06g082430	Solyc08g008170
Solyc06g082430	Solyc07g066350
Solyc06g082430	Solyc07g065760
Solyc06g082430	Solyc07g065470
Solyc06g082430	Solyc07g064520
Solyc06g082430	Solyc07g064230
Solyc06g082430	Solyc07g063900
Solyc06g082430	Solyc07g063510
Solyc06g082430	Solyc07g062780
Solyc06g082430	Solyc07g054810
Solyc06g082430	Solyc07g053650
Solyc06g082430	Solyc07g053580
Solyc06g082430	Solyc07g042260
Solyc06g082430	Solyc07g019530
Solyc06g082430	Solyc07g008880
Solyc06g082430	Solyc07g008190
Solyc06g082430	Solyc06g084470
Solyc06g082430	Solyc06g083200
Solyc06g082430	Solyc06g082990
Solyc06g082430	Solyc06g076650
Solyc06g082430	Solyc06g074050
Solyc06g082430	Solyc06g071170
Solyc06g082430	Solyc06g069520
Solyc06g082430	Solyc06g066790
Solyc06g082430	Solyc06g008700
Solyc06g082430	Solyc06g005230
Solyc06g082430	Solyc05g054730
Solyc06g082430	Solyc05g053730
Solyc06g082430	Solyc05g053490
Solyc06g082430	Solyc05g052720
Solyc06g082430	Solyc05g047390
Solyc06g082430	Solyc05g044620
Solyc06g082430	Solyc05g013180
Solyc06g082430	Solyc05g009890
Solyc06g082430	Solyc05g008560
Solyc06g082430	Solyc05g007590
Solyc06g082430	Solyc05g005590
Solyc06g082430	Solyc05g005020
Solyc06g082430	Solyc04g082690
Solyc06g082430	Solyc04g082000
Solyc06g082430	Solyc04g081890
Solyc06g082430	Solyc04g077870
Solyc06g082430	Solyc04g077130
Solyc06g082430	Solyc04g074710
Solyc06g082430	Solyc04g072230
Solyc06g082430	Solyc04g071920
Solyc06g082430	Solyc04g071040
Solyc06g082430	Solyc04g063370
Solyc06g082430	Solyc04g026220
Solyc06g082430	Solyc04g016160
Solyc06g082430	Solyc04g008090
Solyc06g082430	Solyc03g122300
Solyc06g082430	Solyc03g121260
Solyc06g082430	Solyc03g118500
Solyc06g082430	Solyc03g117730
Solyc06g082430	Solyc03g116990
Solyc06g082430	Solyc03g114040
Solyc06g082430	Solyc03g111210
Solyc06g082430	Solyc03g098200
Solyc06g082430	Solyc03g096830
Solyc06g082430	Solyc03g095780
Solyc06g082430	Solyc03g062650
Solyc06g082430	Solyc03g044380
Solyc06g082430	Solyc03g031950
Solyc06g082430	Solyc03g008010
Solyc06g082430	Solyc03g007070
Solyc06g082430	Solyc03g005770
Solyc06g082430	Solyc03g005760
Solyc06g082430	Solyc03g005310
Solyc06g082430	Solyc02g093170
Solyc06g082430	Solyc02g093130
Solyc06g082430	Solyc02g092930
Solyc06g082430	Solyc02g092390
Solyc06g082430	Solyc02g091410
Solyc06g082430	Solyc02g090870
Solyc06g082430	Solyc02g090760
Solyc06g082430	Solyc02g089320
Solyc06g082430	Solyc02g088770
Solyc06g082430	Solyc02g085350
Solyc06g082430	Solyc02g083940
Solyc06g082430	Solyc02g082840
Solyc06g082430	Solyc02g082100
Solyc06g082430	Solyc02g079380
Solyc06g082430	Solyc02g078620
Solyc06g082430	Solyc02g077890
Solyc06g082430	Solyc02g077730
Solyc06g082430	Solyc02g076730
Solyc06g082430	Solyc02g069260
Solyc06g082430	Solyc02g068750
Solyc06g082430	Solyc02g064650
Solyc06g082430	Solyc02g064580
Solyc06g082430	Solyc02g062910
Solyc06g082430	Solyc02g030100
Solyc06g082430	Solyc01g112160
Solyc06g082430	Solyc01g110030
Solyc06g082430	Solyc01g106540
Solyc06g082430	Solyc01g102690
Solyc06g082430	Solyc01g100360
Solyc06g082430	Solyc01g097380
Solyc06g082430	Solyc01g096250
Solyc06g082430	Solyc01g095130
Solyc06g082430	Solyc01g094700
Solyc06g082430	Solyc01g093990
Solyc06g082430	Solyc01g090650
Solyc06g082430	Solyc01g088630
Solyc06g082430	Solyc01g081230
Solyc06g082430	Solyc01g068050
Solyc06g082430	Solyc01g022740
Solyc06g082430	Solyc01g010440
Solyc06g082430	Solyc01g005840
Solyc06g082430	Solyc00g014850
Solyc07g026680	Solyc11g020610
Solyc07g026680	Solyc10g086650
Solyc07g026680	Solyc09g007790
Solyc07g026680	Solyc08g068230
Solyc07g026680	Solyc08g006010
Solyc07g026680	Solyc07g052730
Solyc07g026680	Solyc07g026730
Solyc07g026680	Solyc07g006240
Solyc07g026680	Solyc06g082940
Solyc07g026680	Solyc06g069600
Solyc07g026680	Solyc05g055600
Solyc07g026680	Solyc05g054880
Solyc07g026680	Solyc05g050710
Solyc07g026680	Solyc05g005180
Solyc07g026680	Solyc04g080380
Solyc07g026680	Solyc03g117680
Solyc07g026680	Solyc02g091470
Solyc07g026680	Solyc02g088350
Solyc07g026680	Solyc02g078750
Solyc07g026680	Solyc02g078500
Solyc07g026680	Solyc01g080890
Solyc07g026680	Solyc01g080020
Solyc07g053570	Solyc12g005340
Solyc07g053570	Solyc11g072150
Solyc07g053570	Solyc11g010350
Solyc07g053570	Solyc09g014450
Solyc07g053570	Solyc08g080730
Solyc07g053570	Solyc08g077280
Solyc07g053570	Solyc08g076020
Solyc07g053570	Solyc08g069140
Solyc07g053570	Solyc07g052690
Solyc07g053570	Solyc07g045140
Solyc07g053570	Solyc06g069100
Solyc07g053570	Solyc06g066430
Solyc07g053570	Solyc06g066030
Solyc07g053570	Solyc06g034150
Solyc07g053570	Solyc05g009790
Solyc07g053570	Solyc05g009630
Solyc07g053570	Solyc04g081370
Solyc07g053570	Solyc04g078390
Solyc07g053570	Solyc04g072690
Solyc07g053570	Solyc04g064810
Solyc07g053570	Solyc04g056310
Solyc07g053570	Solyc03g119170
Solyc07g053570	Solyc02g090160
Solyc07g053570	Solyc02g088590
Solyc07g053570	Solyc02g081270
Solyc07g053570	Solyc02g080520
Solyc07g053570	Solyc02g079940
Solyc07g053570	Solyc02g068080
Solyc07g053570	Solyc01g110180
Solyc07g053570	Solyc01g086870
Solyc07g053570	Solyc01g080500
Solyc07g053570	Solyc01g067900
Solyc07g054220	Solyc12g099540
Solyc07g054220	Solyc12g099280
Solyc07g054220	Solyc12g096590
Solyc07g054220	Solyc12g094510
Solyc07g054220	Solyc12g088900
Solyc07g054220	Solyc12g088290
Solyc07g054220	Solyc12g077540
Solyc07g054220	Solyc12g055750
Solyc07g054220	Solyc12g049560
Solyc07g054220	Solyc12g042900
Solyc07g054220	Solyc12g017830
Solyc07g054220	Solyc12g014540
Solyc07g054220	Solyc12g014290
Solyc07g054220	Solyc12g010900
Solyc07g054220	Solyc12g010790
Solyc07g054220	Solyc12g010390
Solyc07g054220	Solyc12g010110
Solyc07g054220	Solyc12g009120
Solyc07g054220	Solyc12g008710
Solyc07g054220	Solyc12g007130
Solyc07g054220	Solyc12g007110
Solyc07g054220	Solyc12g005500
Solyc07g054220	Solyc11g073250
Solyc07g054220	Solyc11g070060
Solyc07g054220	Solyc11g070030
Solyc07g054220	Solyc11g069090
Solyc07g054220	Solyc11g068900
Solyc07g054220	Solyc11g068870
Solyc07g054220	Solyc11g068830
Solyc07g054220	Solyc11g068700
Solyc07g054220	Solyc11g068680
Solyc07g054220	Solyc11g066730
Solyc07g054220	Solyc11g066260
Solyc07g054220	Solyc11g066140
Solyc07g054220	Solyc11g066100
Solyc07g054220	Solyc11g066020
Solyc07g054220	Solyc11g065930
Solyc07g054220	Solyc11g056680
Solyc07g054220	Solyc11g042640
Solyc07g054220	Solyc11g039830
Solyc07g054220	Solyc11g019960
Solyc07g054220	Solyc11g017300
Solyc07g054220	Solyc11g016990
Solyc07g054220	Solyc11g013030
Solyc07g054220	Solyc11g011010
Solyc07g054220	Solyc11g010630
Solyc07g054220	Solyc11g008900
Solyc07g054220	Solyc11g008850
Solyc07g054220	Solyc11g007770
Solyc07g054220	Solyc11g007720
Solyc07g054220	Solyc11g006760
Solyc07g054220	Solyc11g006400
Solyc07g054220	Solyc11g006080
Solyc07g054220	Solyc11g005280
Solyc07g054220	Solyc11g005130
Solyc07g054220	Solyc11g005050
Solyc07g054220	Solyc10g086120
Solyc07g054220	Solyc10g086070
Solyc07g054220	Solyc10g085970
Solyc07g054220	Solyc10g085410
Solyc07g054220	Solyc10g085050
Solyc07g054220	Solyc10g083760
Solyc07g054220	Solyc10g083180
Solyc07g054220	Solyc10g081350
Solyc07g054220	Solyc10g081040
Solyc07g054220	Solyc10g080320
Solyc07g054220	Solyc10g079850
Solyc07g054220	Solyc10g079500
Solyc07g054220	Solyc10g076870
Solyc07g054220	Solyc10g054570
Solyc07g054220	Solyc10g051340
Solyc07g054220	Solyc10g050890
Solyc07g054220	Solyc10g045180
Solyc07g054220	Solyc10g008850
Solyc07g054220	Solyc10g006410
Solyc07g054220	Solyc10g006360
Solyc07g054220	Solyc10g006140
Solyc07g054220	Solyc10g005490
Solyc07g054220	Solyc09g097850
Solyc07g054220	Solyc09g092070
Solyc07g054220	Solyc09g091420
Solyc07g054220	Solyc09g091160
Solyc07g054220	Solyc09g089740
Solyc07g054220	Solyc09g082800
Solyc07g054220	Solyc09g074900
Solyc07g054220	Solyc09g064840
Solyc07g054220	Solyc09g061430
Solyc07g054220	Solyc09g059460
Solyc07g054220	Solyc09g059310
Solyc07g054220	Solyc09g011250
Solyc07g054220	Solyc09g010780
Solyc07g054220	Solyc09g010650
Solyc07g054220	Solyc09g009440
Solyc07g054220	Solyc09g009140
Solyc07g054220	Solyc09g005710
Solyc07g054220	Solyc08g082640
Solyc07g054220	Solyc08g082590
